Genes,ACE2,ALKBH8,AMOTL1,ANK2,ARID5A,ASB17,ASH2L,ASZ1,ATRX,BAHD1,BBS1,BRINP3,C15orf56,C2orf91,CAB39,CALCR,CALM1,CBARP,CCDC7,CCHCR1,CCNL2,CCT3,CD40,CDK11B,CDK16,CFAP46,CK1E,COL23A1,COL25A1,COL4A4,CPHXL,CRYZ,CT75,CTNNAL1,CUL4B,DDHD1,DDN,DEPDC1,DIS3L,DNMT3B,ECT2,EFEMP1,EHD2,EXD2,EYA1,FAAH,FADS1,FAM135A,FAM13A,FAM47A,FASLG,FBXL14,FBXO40,FGD1,FKRP,FLNC,GABRA1,GIT1,GPR179,GRM8,H2AZ2,H2BC11,H416,HBB_1,HBB_2,hCG_16515,hCG_1740238,hCG_1777785,hCG_1817226,hCG_1993756,hCG_2011944,hCG_2022394,hCG_2032677,hCG_2032754,hCG_2036659,hCG_2038111,hCG_2045472,HKDC1,HLA-B,HSP90AA5P,HSPA8P20,HTATSF1P2,IDUA,IFT27,IGHV,IGHV459,IL6R,IMPA1,KCNMA1,KCTD3,KMT2A,KRT1,KRT5,LENG9,LHX4,LINC01987,LOC102724788,LOC107985971,LOC107986791,LOC399900,LOC554249,MED12L,MEGF8,MYEF2,MYH2,MYH7,MYO1B,NAB2,NAGPA,NARS1,NBAS,NBEAL1,NCOR2,NFYB,NPSR1AS1,OLFML2B,OR10Z1,PDHA2,PGP,PHF1,PIH1D1,PITRM1,PMFBP1,PNMA6A,POLR3C,PRDX2,PRKCI,PROM2,PSKH2,PTK2B,PYCR1,RBM39,RGS12,RGS9,RIMS1,RNF212B,RPEL1,S100A8,SAC3D1,SCGB1C1,SCMH1,SFTPA2,SLC17A7,SLC22A11,SLC22A23,SLC25A20,SLC25A29,SLC50A1,SLC6A8,SREK1,TAF1,TATDN2,Tcr-alpha,TERF2,TFAP2A,THSD7A,TJP2,TMEM200B,TRRAP,TSPAN19,TTN,TWISTNB,UBAC2,UBTFL1,UNC13A,VARS,WDR34,ZCCHC24,ZFP42,ZNF234,ZNF608
0,12.96514,0,7.875445,0,0,0,0,0,0,0,0,0,13.05812,12.42497,0,10.14951,0,0,0,0,7.829671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.58368,0,0,0,0,0,11.31168,0,0,13.26029,9.275232,0,7.090737,0,0,0,0,0,0,11.27355,0,8.739936,0,8.433825,0,13.14762,0,0,0,12.31473,0,0,0,7.910831,0,9.117933,0,0,13.03236,12.31738,0,0,11.30372,0,0,0,0,0,0,0,0,7.835252,0,11.49186,0,0,11.03344,0,0,0,8.71464,8.688765,6.81302,0,0,0,0,0,0,8.550136,6.347046,0,0,0,0,0,0,0,0,0,10.91408,0,0,0,0,0,9.543627,0,9.495731,0,7.385745,0,0,0,7.738744,0,0,9.511145,0,0,0,0,0,10.90205,0,0,0,0,12.70096,0,0,0,0,11.96435,0,0,0,13.50437,6.344808,0,0,8.311603,0,10.21631,0,0,6.865425,9.118995,0,0,0,0
0,0,0,0,0,13.56444,0,0,13.64275,16.13486,0,0,0,13.32488,0,0,0,14.96761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18338,13.57784,0,13.26504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.47012,0,0,0,13.12367,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.94029,0,0,0,0,0,0,0,0,0,0,0,0,0,15.71747,0,14.02279,14.14902,16.04708,0,0,0,0,12.96281,0,14.27566,0,14.01126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.97027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.20787,0,0,0,0,0,13.48715,0,15.12533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.16475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.35847,0,0,0,0,0,0,0,14.12351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26733,0,17.03923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13.22007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9138,0,0,0,0,0,0,13.63066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.08648,0,0,0,0,0,0,0,0,0,0,0,0,0,13.35592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.56189,0,15.51051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.83007,15.29822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.16321,15.97358,0,0,0,0,0,15.51465,14.00166,0,0,0,0,0,0,0,0,0,0,0,0,0,16.16222,0,0,0,13.71547,0,0,15.32507,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,16.33078,0,0,0,13.77129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.80608,0,13.5249,0,0,0,0,0,0,13.73881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.83939,0,0,0,0,0,0,0,0,0,13.37573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.95637,0,0,15.75914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.24402,0,0,0,0,0,0,0,16.02596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.11515,0,0
0,0,0,0,0,0,0,0,0,16.29869,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88064,11.83628,0,0,0,0,15.68115,0,0,0,0,0,0,0,0,0,0,0,15.80844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.63001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.53369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.28619,15.62682,0,0,0,16.34119,0,0,15.90816,0,0,15.83749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.03915,10.94987,0,0,0,0,15.67538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9667,0,0
0,0,0,0,0,0,0,0,0,16.28481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.75366,0,0,0,12.87125,0,0,0,0,0,15.47507,0,0,0,13.27662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.69736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.09759,0,0,0,0,0,0,13.58832,0,0,0,0,0,15.73561,0,0,0,0,0,0,0,0,0,13.30522,0,0,15.15257,0,0,0,10.05724,15.67723,0,0,0,16.30746,0,0,0,11.81347,0,15.55647,16.57284,0,0,12.08179,0,0,0,0,14.0508,13.72652,0,0,0,0,0,0,0,0,0,0,0,0,0,8.092267,0,12.57364,0,0,0,0,10.75868,0,15.72544,0,0,0,0,0,0,0,12.52093,0,0,0,0,0,0,0,0,0,15.932,0,0
0,0,8.852239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.277048,0,0,0,12.73858,0,0,0,0,0,0,0,0,10.24464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.077804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.97431,0,0,0,0,0,0,0,0,0,0,0,10.66771,0,0,0,0,0,0,0,0,7.802126,0,0,0,0,0,11.77211,0,0,0,0,0,0,7.91644,0,0,0,0,0,9.38271,0,0,0,0,0,0,8.436413,0,9.871536,0,0,0,0,8.288449,0,0,0,0,0,0,0,0,0,9.679026,0,0,13.24529,0,0,0,0,0,0,0,0,7.324725
0,0,0,0,0,7.043127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.92859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.07508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.71836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.577692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6.586014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.79422,13.08188,8.724499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.638399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.534991,0,0,0,0,0,0,0,0,10.12974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.02298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.479646,0,0,13.57453,0,7.210819,0,0,0,0,0,0,0,0,0
0,0,0,0,8.366412,0,0,0,9.774661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.851866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.313778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.07352,0,9.790759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.12836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.750455,0,0,0,0,8.186522,0,0,0,0,0,0,0,0,0
0,0,0,0,7.864362,0,0,0,9.113997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.914078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.286161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.99527,0,9.515059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.70436,0,0,0,0,0,0,11.78205,0,0,0,0,8.266832,0,0,0,0,6.757235,0,0,0,0,0,0,0,0,0
0,0,0,0,8.900133,0,0,0,9.964802,0,0,0,0,13.36331,0,0,0,0,0,0,0,0,0,0,0,0,0,9.596038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.287093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.07684,0,10.3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.13285,0,0,0,0,0,0,0,0,0,0,0,0,0,13.96305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.510054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9.232736,0,0,0,8.467468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.275078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.177624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.24784,0,10.64064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.07211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.803391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8.336746,0,0,0,8.937912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.08233,9.130774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.128612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.35597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.393905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7.869727,0,0,0,8.281881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.060814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.403147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.297236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7.380455,0,0,0,9.91415,0,0,0,0,0,0,0,0,0,0,0,0,0,12.99422,0,0,0,0,8.697433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.168818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.55088,0,0,0,0,0,0,0,0,0,0,0,7.427937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.186,0,0,0,13.03831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2538,0,0,13.90512,0,0,0,0,0,0,0,0,0,0,0,7.967294,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12.99775,0,8.04442,0,0,6.618648,0,0,0,0,0,0,0,12.37123,0,10.26884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36628,0,0,0,0,0,10.97091,0,0,0,8.61988,0,8.014757,0,0,0,0,0,0,10.6484,0,9.269915,0,7.839656,8.507501,0,0,0,0,12.02967,0,0,0,7.662669,0,8.690237,0,0,0,12.3509,0,0,8.766185,0,0,0,0,0,0,0,0,7.896441,0,0,0,0,11.80583,11.33225,0,0,8.470942,8.004685,6.791014,0,0,0,0,0,0,8.615722,6.817002,0,0,0,0,0,0,0,0,0,10.90213,0,0,0,0,0,0,0,9.674231,0,7.443946,0,0,0,7.312575,0,0,0,0,0,0,0,13.83243,0,0,0,0,0,13.34639,0,0,0,0,11.56474,0,0,0,0,6.406266,0,0,8.283443,0,9.789231,0,0,8.101911,8.245802,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.89573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.06847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.13184,0,0,0,12.10738,0,0,0,0,0,0,0,0,15.69166,13.22368,0,0,0,0,0,0,0,0,0,0,0,0,13.12669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.076634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.58096,0,0,0,0,0,0,0,0,11.38014,0,0,0,0,0,10.86696,0,0,0,0,11.02065,0,9.16081,0,0,0,0,0,10.02546,0,0,0,0,0,0,7.847638,0,10.30136,0,0,0,0,10.14964,0,10.17487,0,0,0,0,0,0,0,9.371026,0,0,0,0,0,0,0,0,0,0,0,7.609597
0,0,0,0,0,0,0,0,0,15.41794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.28644,0,15.54857,0,12.35314,0,0,0,0,0,0,0,0,0,13.63092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.678617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.96896,0,0,0,0,15.79527,0,0,0,10.06851,0,0,0,0,12.43009,9.592404,0,0,0,0,10.92303,0,8.402954,0,0,0,0,0,9.547623,0,0,0,0,0,0,8.10433,0,10.59233,0,0,0,0,9.362791,0,9.424453,0,0,0,0,0,0,0,9.496298,0,0,0,0,0,0,0,0,0,0,0,7.946946
0,0,0,0,0,0,0,0,0,15.46933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.62062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13.20931,0,13.65267,12.68633,0,0,0,0,0,0,0,0,18.30345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12824,0,0,0,0,0,0,0,0,0,12.65018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.58546,0,0,0,16.12088,0,0,0,0,0,0,13.05264,13.30583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.15483,0,0,0,0,13.8107,0,0,0,13.21733,15.99355,0,12.82856,0,0,0,0,0,0,0,15.84096,0,0,0,0,0,0,13.64217,0,0,0,0,15.20999,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15.90204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64883,0,0,0,15.74608,0,0,0,0,0,0,0,0,0,0,0,15.66764,0,0,0,14.5969,0,0,13.95972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.48649,0,0,0,0,15.69244,0,0,0,0,0,0,0,0,0,0,0,0,15.8596,0,16.49976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79401,0,0,15.99134,0,0,0,0,0,0,0,0,0,0,15.47424,0,0,0,0,0,0,13.83454,0,0,0,0,15.85619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51352,14.18801,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15.94777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.65834,0,0,0,0,14.87616,0,0,0,15.17132,0,0,0,0,13.4848,14.50141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.45301,0,0,0,0,0,15.62369,0,16.37927,0,0,0,0,0,0,0,13.23265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.91826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.78307,0,0
1,0,0,13.94185,16.09902,14.40953,13.53308,0,0,0,0,16.95947,0,0,13.45589,16.98098,0,13.94462,14.44638,0,0,0,0,16.39352,14.47842,0,0,13.82469,0,15.9216,0,0,0,0,0,0,0,0,0,0,0,16.29097,0,12.98891,0,15.5592,0,0,0,0,13.98707,0,0,0,0,0,0,14.80607,0,0,15.14294,0,0,0,12.93432,14.41125,14.1444,0,15.00971,12.83287,13.81051,0,0,0,0,0,13.84697,13.54249,0,0,14.9395,0,0,0,0,0,0,14.52203,0,0,0,0,15.07235,13.17064,0,0,0,0,0,13.82957,0,0,0,15.53959,0,0,14.20137,0,0,0,0,0,0,0,0,15.92597,0,0,15.83831,16.34824,0,0,0,0,0,0,14.05557,13.16416,0,0,13.80512,0,0,0,0,0,0,0,0,0,13.78094,0,15.16912,0,0,0,0,0,15.95495,0,15.13219,0,14.87075,0,0,0,0,14.32874,0,0,14.20717,15.92115,14.1202,0,0,15.12474,0,0,0,16.26266,15.06315,13.46792
1,0,0,13.80779,15.57219,14.31994,13.76369,13.69938,0,16.23245,0,0,0,0,13.63191,0,0,13.69925,0,15.58364,0,0,0,16.08797,0,0,13.69137,14.02653,0,0,13.94567,0,0,14.2963,15.71533,0,0,0,0,0,0,15.90827,0,13.42605,0,0,0,0,0,0,0,13.4226,0,13.96658,0,0,0,14.68734,13.88347,0,14.94927,0,0,0,0,14.60226,0,0,13.21272,0,0,0,13.56973,0,0,0,13.92235,0,0,0,0,15.30578,0,0,13.72866,0,14.37887,0,0,0,0,13.56803,15.13675,13.27885,0,15.97941,0,0,0,13.79332,13.64279,0,0,0,0,0,0,14.54301,15.59899,0,0,0,0,0,0,0,0,17.16019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.86324,16.24607,15.10665,13.33946,0,14.4273,0,0,0,0,14.40228,0,0,0,15.84297,0,13.18109,14.28394,0,13.19277,14.2145,16.08957,14.38085,15.5957,0,13.29549,14.58702,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,13.753,0,0,13.81898,13.64666,0,0,0,0,15.39423,0,0,0,16.15845,0,14.0819,13.69937,0,13.81799,15.6531,13.84085,0,0,0,0,0,0,0,0,0,0,16.15004,0,0,0,0,0,0,14.3892,14.00181,0,0,0,0,0,0,12.13141,14.76759,13.90711,0,15.00381,0,0,0,0,0,14.07004,0,0,0,0,0,0,0,0,0,0,13.77591,0,0,0,0,0,14.57834,0,0,0,0,13.991,0,15.67802,0,0,0,0,14.67289,0,0,14.51641,13.64596,13.61054,0,13.81589,0,0,0,14.31658,14.30993,15.59746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.30072,0,13.84006,14.62234,0,0,13.88053,16.3871,0,0,0,0,0,0,0,0,0,14.3741,0,0,0,0,14.33454,0,0,0,15.88523,0,0,0,0,13.24286,14.37955,15.94511,14.25773,0,0,0,0,0,14.31803,0,0,0
1,0,0,0,0,0,0,0,14.41862,0,0,0,0,14.64832,0,0,0,14.81666,0,15.58661,15.58169,15.62598,0,15.90079,0,0,0,0,0,0,13.74087,0,0,0,0,15.49432,0,15.82372,14.93862,0,0,0,0,0,0,0,14.99814,0,0,0,15.67537,0,15.16176,13.91193,14.67126,0,0,14.95385,0,0,15.07394,17.29863,0,0,0,0,14.41397,0,0,0,0,0,0,0,0,0,14.67689,14.77624,0,0,0,14.81578,0,14.34364,0,0,14.59185,0,15.49604,0,15.76422,0,0,15.62027,0,15.97393,0,15.35145,0,0,14.81262,0,15.22363,0,0,0,0,0,0,14.09475,0,0,16.12072,0,0,16.06846,0,0,0,0,0,0,0,0,14.05647,0,0,0,15.0019,15.46129,14.65319,14.76682,0,14.51648,16.39842,16.34502,15.07474,0,16.08728,0,0,0,0,0,0,14.05844,0,0,16.20611,0,14.44662,15.87535,0,0,0,15.59614,13.15054,14.40599,0,0,14.6498,0,0,0,0,0,0,0,0,0,0,0
