E1_1 Int (Treated)	E1_2 Int (Treated)	E1_3 Int (Treated)	E2_1 Int (Treated)	E2_2 Int (Treated)	E2_3 Int (Treated)	E3_1 Int (Treated)	E3_2 Int (Treated)	E3_3 Int (Treated)	F4_1 Int (Treated)	F4_2 Int (Treated)	F4_3 Int (Treated)	F5_1 Int (Treated)	F5_2 Int (Treated)	F5_3 Int (Treated)	F7_1 Int (Treated)	F7_2 Int (Treated)	F7_3 Int (Treated)	C3_1 Int (Treated)	C3_2 Int (Treated)	C3_3 Int (Treated)	E4_1 Int (Treated)	E4_2 Int (Treated)	E4_3 Int (Treated)	E5_1 Int (Treated)	E5_2 Int (Treated)	E5_3 Int (Treated)	E6_1 Int (Treated)	E6_2 Int (Treated)	E6_3 Int (Treated)	F1_1 Int (Treated)	F1_2 Int (Treated)	F1_3 Int (Treated)	F2_1 Int (Treated)	F2_2 Int (Treated)	F2_3 Int (Treated)	F3_1 Int (Treated)	F3_2 Int (Treated)	F3_3 Int (Treated)	F6_1 Int (Treated)	F6_2 Int (Treated)	F6_3 Int (Treated)
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.06353	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.20211	13.49295	13.89027	13.83079	14.3958	13.89672	13.73556	13.69708	0	0	13.53625	13.04891	0	0	0	0	13.08158	13.6542	14.08803	13.50773	13.42836	13.35786	13.48855	13.98956	13.85361	13.92681	13.62782	13.3161	14.12535	13.84335	0	0	13.95563	0	0	13.81212	13.59595	0	13.73727	14.31147	14.12281	14.20789
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.26491	0	0	0	0	13.83013	0	0	0	0	0	0	0	0	0	0	15.6133	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.35522	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	15.19457	0	15.84004	15.70083	0	0	0	0	0	0	0	15.07528	15.36212	0	0	0	0	0	0	0	0	0	0	0	0	15.66734	15.66734	0	15.77027	15.67853	15.62836	15.54827	0	0	0	0	0
0	0	0	0	0	0	16.16372	15.90714	0	0	0	0	0	0	0	0	0	0	16.03236	15.98251	15.52561	0	0	0	0	0	0	0	0	0	15.96826	15.99862	15.86442	15.86695	15.98489	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.91122	13.11653	0	0	0	0	12.56719	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.60453	17.53205	17.53834	17.52448	17.54506	17.552	17.56146	17.56839	17.55639	17.48799	17.48789	17.46866	17.51941	17.49541	17.48821	17.5008	17.50444	17.51906	17.56246	17.57523	17.52675	17.61102	16.17929	17.56971	17.56772	17.57706	17.54848	17.60109	17.58068	17.52426	17.50577	17.52785	17.51765	17.49669	17.49684	17.48575	17.52848	17.51218	17.54408	17.47465	17.49654	17.45264
16.65549	0	16.30296	0	0	16.20964	0	0	0	0	0	0	0	17.50862	17.61186	15.847	16.99878	16.09218	0	16.334	0	16.02307	0	0	0	0	0	16.0245	16.00589	16.22275	16.22763	16.22763	0	0	16.26807	0	0	16.37645	0	0	0	15.67634
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.62036	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.77249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.40578	14.65617	14.5715	0	0	14.5839	0	0	0	13.92548	13.70785	0	13.80918	13.39748	13.72619	14.0612	13.84878	0	0	0	0	14.61777	0	14.61068	14.61218	14.68563	14.70719	13.7894	13.811	14.58457	0	0	0	0	0	0	14.49325	14.61566	14.51243	13.79909	13.72243	13.80144
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.02431	14.44059	14.4082	0	0	0	13.2495	0	0	0	0	0	0	13.34891	0	0	0	0	0	0	0	15.57207	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	13.35316	0	0	0	13.02149	0	14.62794	0	0	0	0	13.20456	0	0	0	0	0	13.69602	13.61026	15.88573	15.88573	0	0	0	0	0	0	0	0	0	13.24209
0	0	0	0	0	0	16.30136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.44648	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.35761	0	0	0	0	0	0	0	0	0	0	0	0	12.29057	0	15.46801	15.46801	0	0	14.9495	15.46977	0	0	0	0	0	0
19.25186	19.27087	19.27782	19.26418	0	19.25905	19.24501	19.27625	19.24802	19.23436	19.22211	19.23905	19.25541	19.26211	19.24981	19.27521	19.25944	19.28227	19.28788	19.25047	19.23637	19.30036	19.29042	19.24793	19.26326	19.30301	19.27438	19.28473	19.30883	19.30171	19.26213	19.27104	19.26681	19.26493	16.67556	19.25649	19.27862	19.2701	19.29275	19.22353	19.24979	19.23833
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.10134	16.04501	0	0	0	0	0	0	0	0	0	0	0	0	0	15.54929	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	14.18172	14.277	0	0	0	0	0	0	0	0	0	13.43532	13.37232	0	0	0	0	0	0	0	13.95308	13.44835	14.01573	0	0	0	13.49524	0	14.01357	0	0	0	0	0	0	14.24652	0	14.18466	0	13.58451	0
16.34824	0	0	0	16.29859	16.15226	16.25224	0	0	0	0	0	0	0	0	0	0	0	0	16.7019	0	16.55914	0	0	0	16.14741	0	0	0	0	0	16.25359	16.40708	16.27843	16.54235	16.67872	16.22256	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.27149	17.30175	17.02922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.05083	0	0	0	0	0
17.74629	17.84075	17.70701	17.67616	17.80394	17.24843	17.54138	17.76358	17.66508	17.68551	17.72356	17.73536	18.11872	17.7592	18.08564	18.13828	18.02346	18.20687	18.01521	18.19118	17.95602	17.80075	17.75413	17.72069	17.69242	17.65068	17.71457	17.68981	17.91999	17.61424	17.64561	17.65912	17.71976	17.59691	17.64449	17.59788	17.72039	17.61307	17.64958	18.08833	18.02197	17.79652
0	0	0	0	0	0	0	16.12208	15.5319	0	0	0	0	0	0	0	0	0	0	16.39189	0	0	0	0	0	14.0847	0	0	0	0	16.33582	16.06874	16.26889	0	16.0988	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.79739	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.66055	15.34622	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	15.83679	0	0	0	0	0	0	0	0	15.31277	0	0	0	0	16.21261	0	0	0	0	0	15.54193	0	0	0	16.16166	0	0	16.08048	0	16.12623	0	0	0	15.10627	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.55658	15.52239	0	0	0	0	0	0	0	0	0
15.37451	0	14.26256	14.06826	0	0	0	0	0	0	14.97697	13.50325	0	0	15.15694	0	13.11576	14.47795	0	0	0	0	14.39541	14.33994	0	0	0	0	0	14.35557	0	0	0	0	0	0	14.28276	0	14.21034	0	0	15.02479
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.83428	0	0	0	0
0	0	0	0	0	14.02524	0	0	0	0	0	0	0	0	0	14.71297	14.75977	14.69993	0	0	0	0	0	14.8109	14.83145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	14.73812	0	0	0	0	12.71867	0	0	0	0	0	0	13.96947	0	0	0	0	0	10.17543	0	0	0	0	0	12.66238	12.40962	15.83337	15.83337	0	16.04553	0	0	0	12.75565	0	0	0	13.71315
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	14.83795	0	0	0	0	0	0	0	0	14.45335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.83567	15.64005	15.37901	14.32325	0	0	0	13.32745	0	0	0	0	0	14.74361	15.10957	15.27982	15.27982	0	0	0	0	0	15.14457	0	0	0	14.07921
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.17836	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16.2624	0	16.22719	16.26469	16.18029	16.22238	0	0	16.09871	0	0	0	16.15215	0	16.18714	0	16.25093	0	0	0	0	16.32413	16.28363	16.22004	16.25662	16.25543	16.20161	16.31169	16.28308	16.29209	0	0	0	0	0	0	16.28339	0	16.23984	0	0	0
0	0	0	15.77891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	12.10104	0	0	0	0	0	0	0	0	0	11.19242	12.63497	12.96557	0	15.5321	15.26046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.73182	15.64911	15.55533	15.57774	15.82383	15.6068	15.62554	15.61397	15.57398	15.51006	15.41152	15.09967	15.82535	16.11177	15.31515	15.1757	15.12742	15.06337	0	0	0	15.5792	15.62856	15.63549	15.54879	15.64277	15.65077	15.6026	0	15.54131	15.7566	0	0	0	0	0	15.55797	15.38557	15.48499	16.20607	16.13731	15.23075
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	15.98841	15.23325	0	0	0	14.168	0	0	0	0	0	0	0	14.35919	0	0	0	16.03292	0	0	0	13.58055	14.86247	14.79744	0	0	13.40788	16.21465	15.89498	16.07655	0	0	15.71109	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	15.29634	15.34637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.69747
0	0	0	0	0	0	15.26936	15.34533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.97412	0	0	0	0	0	0	0	0	0	0	14.70374	0	0	0	0	0	0	0	0
13.43818	14.26036	14.2128	13.51211	12.91567	13.26211	12.2788	14.22532	0	0	0	13.92297	0	14.3882	0	0	13.85479	0	13.07638	12.35433	12.46132	0	13.6937	13.81736	13.95903	0	0	0	0	0	0	0	0	0	0	0	0	14.00959	0	0	13.75719	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.56857	14.33964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.06517	14.5498	14.46931	14.58144	15.67343	14.69188	0	0	15.30771	13.85824	14.4163	13.99566	15.57625	15.5714	15.5698	15.52895	15.20528	14.74673	14.4527	14.40567	13.97604	14.57686	14.69814	14.73791	14.46213	14.6336	14.63562	14.59847	15.63476	14.68778	14.87894	14.7381	0	14.89857	0	0	14.58865	14.51605	14.42696	15.47943	15.5578	15.51181
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4383	14.77973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.12199	0	16.17438	16.216	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.22253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.88976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.24087	0	0	0	0	0	0	0
13.30298	0	0	13.3237	0	0	0	0	13.34456	0	0	13.30739	0	0	0	0	0	0	0	13.41994	0	0	0	0	0	0	0	0	0	0	14.02847	0	0	0	0	13.91349	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.20636	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	15.32219	0	15.42043	15.4	0	15.2569	0	0	0	15.30893	0	0	15.34003	0	15.26728	15.0542	0	0	0	0	0	0	0	0	0	0	0	0	15.37622	15.34155	0	0	0	0	15.42246	0	15.4523	0	0	0
13.86849	0	14.20172	0	13.9922	0	0	0	0	0	0	13.16834	0	0	0	0	0	0	0	0	0	0	0	0	0	14.04168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.07953
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.94436	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.93195	0	0	0	0	0	0
0	0	0	15.62598	0	0	15.31743	0	0	0	0	0	0	0	0	13.73358	14.54819	14.86153	0	0	0	0	9.568742	0	0	0	0	0	8.222922	0	16.06324	16.06324	0	0	0	15.42786	0	0	0	0	0	10.81333
0	0	0	16.17698	0	0	0	0	16.22698	0	0	0	0	0	0	0	0	15.91943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	14.20885	14.16011	14.21491	14.16502	14.1999	14.31528	14.12419	0	14.0709	14.01557	0	0	14.05003	0	14.19318	13.96793	0	14.12893	14.13863	14.07062	14.14406	14.24041	14.06617	14.26922	14.2863	0	14.22178	14.14655	14.09587	0	0	14.14932	14.1142	14.07676	14.0316	14.25405	14.31498	14.13028	14.04734	14.07254	14.08959
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.07973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.93146	13.03145	13.88813	10.26455	9.813327	9.931947	9.852788	13.9607	0	13.97574	0	13.88636	0	0	0	0	13.90929	13.96087	13.80961	13.22157	9.821387	13.95427	14.00933	0	0	13.97348	13.98106	0	14.0239	0	13.45629	13.83441	0	13.89898	0	13.78372	13.97187	13.79868	13.90191	12.88045	0	13.78802
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.03286	0	0	0	0	0	15.49407	0	0	14.72309	14.40743	0	0	0	10.57479	11.07932	10.4165	14.74203	15.99463	0	0	0	0	0	0	0	0	0	10.4503	0	0	15.84818	0	0	0	0	0	0	0	0	9.028841	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.98707	0	0	15.67537	15.00591	0	0	0	0	0	0	0	13.87719	13.63721	13.64118	11.23537	11.94737	15.28808	15.65311	0	0	13.59853	13.32457	0	0	0	0	13.81767	13.8074	13.97618	16.57413	16.57413	0	16.70569	0	16.25742	16.21048	0	0	13.55425	14.02711	13.97654
0	0	0	0	0	0	0	15.95631	0	0	0	0	0	0	0	0	0	0	15.97482	16.01321	15.75381	0	0	0	0	0	0	0	0	0	16.16446	0	15.12811	0	16.12078	0	0	0	0	0	0	0
0	0	0	0	0	0	16.15182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.19334	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.91852	0	13.2295	0	0	0	0	11.93176	0	0	0	0	0	11.04008	0	15.1959	15.1959	0	0	0	0	0	11.26775	0	0	0	12.09203
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.11438	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.07235	15.13675	0	0	14.64523	15.15879	15.61974	15.68704	0	15.15045	0	14.86504	0	14.52073	0	10.97394	14.96688	11.18644	0	0	16.09943	0	0	0	0	0	0	0	0	0	0	15.94416	0	16.21894	0	0	0	0	0	14.84826	14.60333	14.9399
13.17064	13.27885	0	15.62027	0	15.66466	15.71456	15.67007	15.52305	0	0	0	0	12.7249	0	13.12356	14.49538	14.85478	0	15.13923	0	0	12.52265	0	0	0	0	0	12.37847	12.36671	15.65933	15.65933	0	15.69357	0	15.70206	15.78514	0	0	12.77833	13.29332	13.21321
17.0801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.25301	0	0	0	0	0	0	0	0	0	0	0	17.11141	17.12281	17.12215	17.17005	0	0	0	0	0	0	0
0	17.69304	0	15.18781	0	0	17.54948	17.51813	0	17.43643	0	0	18.3483	18.34774	0	0	17.05893	0	17.52725	17.44472	0	17.76161	0	0	0	17.79372	0	0	0	0	0	17.61021	0	0	0	0	17.65208	0	15.13465	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	16.14894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.31826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.74014	11.42568	0	0	0	0	10.13209	0	0	0	0	0	8.105264	9.823059	0	0	0	16.39349	0	0	0	10.3392	0	0	0	12.43293
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.75174	0	0	0	0	0	0	0	13.20176	0	0	0	0	0	0	0	0	0	15.38211	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	17.24166	0	0	0	0	0	0	0	0	0	0	0	0	16.3613	16.25863	0	0	0	0	0	0	0	0	0	16.31907	0	0	0	0	0
0	0	14.3892	0	0	0	15.73074	15.8312	0	13.89873	0	0	0	0	0	0	14.84643	0	0	0	0	0	13.67216	0	0	0	0	0	0	0	15.86556	15.86556	0	15.99431	15.67725	16.34074	0	0	0	0	14.49361	0
0	0	13.73203	0	0	0	0	0	13.64223	0	0	0	0	0	0	13.37907	13.33173	0	0	0	13.64741	13.65184	0	0	0	0	13.7258	0	0	0	0	0	0	0	0	13.68928	0	0	13.81718	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.71141	13.11607	0	0	0	15.59253	15.32976	0	0	0	0	0	13.70778	0	12.98706	0	0	0	14.88886	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	16.18623	16.20856	16.2336	17.19102	16.21733	16.1309	0	0	17.0883	17.0774	16.02984	0	0	17.13665	17.19523	17.12761	16.85156	0	0	0	0	16.24526	16.29415	0	0	0	16.22492	0	16.27284	16.30172	0	16.19378	16.19024	16.18044	0	16.27202	16.24584	16.19674	17.10051	0	17.11612
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.43907	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.71626	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	14.32708	0	0	15.40058	0	0	14.51763	0	0	0	0	0	0	0	0	0	15.26115	0	0	0	0	0	0	0	0	0	0	15.43909	0	0	0	0	0	0	0	0	0
16.5473	0	16.36786	16.40128	16.6227	16.4269	16.33597	16.38626	16.41257	16.30486	16.26944	15.94712	16.69896	16.90818	16.17536	15.97098	15.83969	0	0	0	0	14.76929	16.44486	16.4834	0	16.50614	0	0	16.2633	16.43255	16.47304	16.37228	16.36396	16.41327	0	16.37898	16.36401	16.28283	16.24103	17.03123	16.94995	0
0	0	0	14.49638	0	0	0	0	0	14.59245	0	0	0	0	0	0	14.86687	15.15886	0	0	0	0	14.27197	0	0	0	0	0	0	0	14.58351	0	0	0	0	0	0	0	0	0	0	0
0	0	15.90999	0	0	0	0	0	0	0	16.30535	0	16.3559	0	16.3328	0	0	0	0	0	0	0	0	0	15.89981	0	0	0	0	0	0	0	0	0	0	15.87479	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.60018	0	0	0	0	0	0	0	0	0	0	0	14.44686	14.67432	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9153	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.33565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.7013	0	0	0
16.53367	16.57526	16.31718	16.51531	16.18229	0	16.41278	0	16.46884	15.77576	0	16.26711	0	16.3463	0	16.14228	16.36951	16.38856	0	0	0	16.51096	16.49366	16.50383	0	0	16.38453	16.48566	0	16.47917	16.21559	16.31661	16.2655	16.1289	16.11258	0	0	0	0	0	16.03151	0
0	0	13.21419	0	0	0	0	0	0	0	0	0	0	0	0	12.66511	10.63087	10.94985	0	0	0	13.09951	0	0	0	0	0	12.39604	0	0	0	0	0	0	0	0	0	0	0	0	0	9.728567
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	14.71927	0	14.90137	0	0	0	15.30298	0	13.98936	0	0	13.94991	0	0	14.42937	14.56415	0	0	0	0	0	0	14.95614	0	14.91272	0	0	0	15.63178	15.56494	15.66821	0	0	0	0	0	0	0	14.13917	0
0	0	0	0	0	0	15.55798	0	0	0	0	0	0	0	0	0	15.29888	0	0	0	0	15.83673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	14.19019	0	0	14.54406	0	0	0	0	0	0	0	13.92446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.70125	0
17.10551	16.10436	16.06424	16.2326	16.93112	0	15.89198	0	17.02538	0	0	0	17.10256	17.12753	0	0	17.08857	16.91086	16.32605	16.31651	0	15.74666	0	0	0	0	0	0	17.10397	16.2721	0	0	0	0	0	0	16.24258	16.9674	0	17.08809	17.07501	17.01458
0	0	0	0	0	0	0	0	0	0	0	15.1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
