E1_1 Int (Treated)	E1_2 Int (Treated)	E1_3 Int (Treated)	E2_1 Int (Treated)	E2_2 Int (Treated)	E2_3 Int (Treated)	E3_1 Int (Treated)	E3_2 Int (Treated)	E3_3 Int (Treated)	F4_1 Int (Treated)	F4_2 Int (Treated)	F4_3 Int (Treated)	F5_1 Int (Treated)	F5_2 Int (Treated)	F5_3 Int (Treated)	F7_1 Int (Treated)	F7_2 Int (Treated)	F7_3 Int (Treated)	C3_1 Int (Treated)	C3_2 Int (Treated)	C3_3 Int (Treated)	E4_1 Int (Treated)	E4_2 Int (Treated)	E4_3 Int (Treated)	E5_1 Int (Treated)	E5_2 Int (Treated)	E5_3 Int (Treated)	E6_1 Int (Treated)	E6_2 Int (Treated)	E6_3 Int (Treated)	F1_1 Int (Treated)	F1_2 Int (Treated)	F1_3 Int (Treated)	F2_1 Int (Treated)	F2_2 Int (Treated)	F2_3 Int (Treated)	F3_1 Int (Treated)	F3_2 Int (Treated)	F3_3 Int (Treated)	F6_1 Int (Treated)	F6_2 Int (Treated)	F6_3 Int (Treated)
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	13.53154	0	0	0	0	0	13.58894	13.44832	13.40657	0	0	12.84551	0	13.57093	0	13.42145	13.63703	0	13.64828	13.66674	0	13.67678	13.57734	13.636	13.48283	0	13.54957	0	0	13.46004	0	0	0	0	13.42075	13.75822	13.67719	13.4974	13.36396	0
0	0	0	0	0	0	0	14.13739	0	0	0	0	13.93224	0	0	0	14.00829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9981	0	0	0	0	0	0	0	0	0	13.90799
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.6447	0	15.39383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	13.81497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.06898	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.78625	14.78625	0	0	0	0	0	0	0	0	0	0
14.96432	13.93411	13.90781	13.90696	14.81514	14.02378	14.15444	13.72095	14.17618	0	14.90846	0	15.05621	15.11187	0	0	0	0	14.22007	14.24414	13.77379	0	14.20197	0	0	0	0	0	0	0	0	0	0	0	14.16656	0	0	14.19313	13.9963	0	0	0
15.16912	15.10665	0	0	0	0	15.92286	16.04612	0	0	15.36977	15.17204	15.83961	15.8476	15.92971	15.57069	0	15.77834	0	0	0	14.89319	0	13.97167	0	0	15.18254	15.30227	14.80241	0	0	0	16.01793	0	16.16641	0	15.43093	0	15.36686	0	15.34003	15.36406
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	14.22205	0	0	14.35783	14.29895	0	0	0	14.2303	0	0	0	0	0	0	0	0	0	14.31858	0	0	14.3582	14.35187	0	0	14.20237	0	0	0	0	0	0	0	0	0	0	0	0
16.17849	0	16.31838	16.2526	15.6289	16.19722	16.17049	0	0	15.7963	15.54406	15.59207	15.61925	15.54816	15.56144	15.84031	0	15.70116	0	0	0	16.35969	16.34099	0	16.27305	16.21166	16.21272	15.55106	15.6148	16.2658	0	0	0	0	16.20795	0	16.29769	16.28852	0	15.56244	15.50237	0
0	0	0	0	0	14.22073	0	0	0	0	0	0	0	0	0	14.02246	13.84669	14.07982	17.1862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.59236	17.62832	17.58524	17.61818	17.683	0	17.59943	17.59895	17.58098	17.537	17.50203	17.51466	17.61727	17.57505	17.60764	17.58834	17.65986	17.60931	17.57253	17.57439	17.456	17.57075	17.64057	17.66325	17.6262	17.64646	17.63027	17.66566	17.66563	17.65254	17.61144	17.57995	17.59035	17.55237	17.60698	17.61098	17.65097	17.65012	17.59792	17.52145	17.53087	17.58926
0	0	0	15.10418	0	0	0	0	15.34362	0	0	0	0	0	0	0	0	14.6159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0946	0	0	0	0	11.98053	0	0	0	0	0	10.954	0	15.23525	15.23525	0	0	0	15.9025	0	0	0	0	0	12.88172
13.11978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00529	0	11.49439	0	0	0	0	7.211058	0	0	0	0	0	5.280965	7.457029	13.48261	13.48261	0	0	0	0	0	14.00521	0	0	0	7.908281
14.60242	14.51365	14.64096	14.46652	14.59763	14.6128	0	0	14.62066	14.46505	0	0	14.5292	14.49039	14.43818	14.55912	14.66454	14.63641	0	0	0	14.75017	14.58129	0	14.6663	14.74396	0	14.69767	14.61525	14.71143	14.55323	0	14.67376	14.55704	0	0	14.75215	14.62263	14.60591	14.58128	14.50913	14.58462
0	0	0	0	15.54221	16.00415	0	16.23874	0	0	0	0	15.42441	0	0	0	15.3854	15.601	0	0	0	0	0	0	0	0	15.98551	0	0	0	16.23339	0	0	0	0	0	0	0	0	0	0	0
17.01227	16.55824	16.63108	16.87197	0	0	0	0	17.02542	14.6793	16.22387	16.15351	16.14799	16.19299	16.26043	16.34352	16.48782	16.46092	0	0	17.07895	16.53719	0	16.43831	16.40657	16.57589	16.56485	16.17559	16.31071	16.49287	16.8445	16.89279	16.9022	0	16.77253	16.7531	16.61751	16.59302	16.49686	16.20926	16.19654	16.20839
0	14.81918	0	0	0	0	15.11812	0	0	14.9343	0	14.07988	0	0	0	0	0	14.8335	0	0	0	15.27346	0	0	0	0	14.93004	14.7235	0	0	0	15.77955	15.81028	15.85391	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.37184	0	0
0	0	0	0	14.82822	13.77857	0	0	0	13.3443	14.20426	0	0	0	0	0	0	14.14002	13.73825	0	0	13.69026	13.64674	13.68255	13.37191	0	13.93085	13.56088	0	13.44523	0	0	0	0	0	0	13.65413	0	13.52199	0	14.62695	0
0	0	0	0	13.18649	14.16265	0	13.95603	0	0	13.9549	13.27821	0	0	0	13.12638	0	13.93038	13.89042	0	13.93864	13.31614	0	14.11955	0	13.29041	0	14.09706	14.11702	14.13491	0	14.11912	13.53431	13.99801	0	13.8863	14.06064	13.94504	13.5767	13.83536	0	0
16.31561	16.18578	16.17354	0	16.10626	16.0004	16.05834	16.14984	16.15181	15.65301	15.65291	15.67663	15.72229	15.68941	15.6526	15.62804	15.75299	0	18.84947	0	18.89328	16.07782	16.07344	0	15.9103	15.73886	0	0	0	15.82542	15.77361	15.65066	15.65719	15.61806	15.61705	15.62226	15.55316	15.48806	15.61793	15.63026	0	15.6725
0	0	0	0	0	13.47877	0	0	0	0	0	0	0	0	0	12.78119	12.80543	12.76606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.36427	0	0	0	14.38623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	14.3487	16.97051	0	16.98897	16.13414	16.27938	16.54517	15.81102	0	0	0	0	14.66085	14.06714	0	0	0	0	14.99228	15.17093	0	15.51299	15.51299	0	15.56387	15.71589	16.70706	0	15.79791	0	16.06017	16.95378	16.64871
14.36231	15.11728	15.12419	0	14.60914	15.02213	0	0	0	14.11626	14.40704	14.79166	14.42373	14.57871	14.35721	14.66661	14.44065	0	0	0	0	14.80461	14.93932	14.87704	0	15.10864	15.14203	14.31387	14.66248	14.84248	0	0	0	0	0	0	15.20306	15.23502	15.16751	14.28034	14.48013	14.07751
0	0	15.33427	15.27634	15.37313	0	0	0	0	0	0	0	0	0	0	15.22413	0	15.24933	0	0	0	0	15.30083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.81231	0	0	0	0	0	0	0	0	0	15.65189	0	0	0	0	0
16.23969	15.0804	15.16749	15.06857	16.2213	14.93985	14.98997	14.8576	16.06115	16.1016	16.02195	14.84548	16.15866	16.21462	16.15271	16.13815	16.0933	15.86337	15.0792	15.00755	14.56327	15.01376	15.11519	15.19194	15.20382	15.03927	15.12759	14.97178	16.2359	15.07862	15.08663	15.13875	15.00419	15.04109	15.00387	15.09905	15.10515	15.02106	15.07036	16.14606	16.12761	16.15495
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.44789	0	0	0	0	0	0	0	0	0	0	0	0	0	16.90788	16.90788	0	0	0	16.15479	16.20222	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.8641	14.73318	14.71535	13.71682	14.89995	14.93733	15.02021	0	0	13.91966	0	14.46755	14.75518	14.09923	14.81649	14.84444	14.7852	0	14.87716	14.91601	14.79317	14.17625	14.93579	14.85451	14.8152	14.46818	14.87533	14.30091	12.61405	0	13.46857	14.23355	14.73622	14.90442	0	14.81009	14.87472	14.97494	14.87315	0	0	14.80857
0	0	0	0	0	0	0	0	0	0	0	14.65736	14.49243	0	0	0	0	0	0	0	0	15.2163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.19374	15.20618	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.81855	15.84488	15.46458	15.45143	15.41553	15.43929	15.40125	15.48217	15.43689	15.19589	15.59284	15.16144	14.8692	15.10823	14.99787	15.0958	15.30768	15.45995	16.03671	15.72246	15.71633	15.74992	15.29104	15.2608	15.30014	14.16074	15.41536	15.3648	14.92937	15.13419	15.20393	15.58294	0	15.59507	15.69709	15.73866	15.73616	15.4435	15.50227	15.01506	15.2591	15.09729
0	0	0	0	14.15349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.47879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	14.15365	0	13.59553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.11815	0	0	0	0	0
18.03083	0	0	17.87904	0	0	0	0	17.88652	0	17.82687	0	17.59129	0	0	17.63856	17.93337	0	0	17.27985	0	17.85169	0	0	17.84115	0	0	0	17.88653	0	17.28959	0	0	0	0	0	17.52061	0	0	17.97249	17.82307	0
15.16269	0	0	15.27054	15.6734	0	15.39973	0	0	15.10733	15.13203	15.14108	15.65981	0	0	15.90413	0	15.9259	15.95176	15.86226	15.87939	0	0	0	0	15.80262	0	15.96234	0	15.34192	0	0	15.6355	15.2445	0	0	0	15.69034	0	15.01942	0	15.93224
0	0	0	0	0	0	0	0	0	0	0	0	0	14.59851	14.74929	0	0	0	0	0	0	0	0	14.15578	0	14.19426	14.34538	13.90353	0	0	0	0	0	0	0	0	14.00391	0	0	0	0	0
0	0	0	0	0	0	0	16.77685	16.65194	0	0	0	0	0	0	14.97749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.6645	0	0	0	0	0	0	0	0	14.75693	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.65374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.85157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	12.83083	0	0	0	17.00604	15.64102	0	18.54592	18.44209	17.52249	17.63283	17.31438	17.02922	0	0	0	0	15.94888	15.44376	0	0	0	0	16.38023	16.43879	16.39966	16.30491	16.30491	0	16.41641	15.32342	16.06781	17.8826	16.96451	0	17.38653	17.80853	17.4006
0	0	0	0	0	0	17.05926	16.99433	0	16.49576	17.63086	17.01633	0	0	0	0	0	0	0	17.70936	0	0	0	0	0	0	0	0	0	16.665	0	0	0	0	0	0	0	0	0	0	0	16.69923
0	0	14.24363	0	0	0	0	0	0	0	0	0	0	0	14.10588	0	0	0	0	14.20645	14.31735	0	0	0	0	14.25295	0	0	0	14.34764	0	0	0	0	0	0	0	14.27111	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.57469	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.27538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.10308	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	13.75833	0	14.64566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.70095	0	14.79986	14.33427	0	0	0	0	13.88779	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.25895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	16.63588	15.87608	16.60203	0	16.61983	0	16.52028	0	0	0	16.55491	16.48769	16.5785	16.60424	16.59488	16.58898	0	0	0	0	16.66233	0	16.58547	0	16.64969	16.63678	0	16.60392	16.60629	16.61507	16.52884	0	0	16.56468	16.55891	16.57064	0	16.57168	16.49942
0	15.97941	14.67289	15.97393	14.96778	14.98995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.60322	14.59062	15.50446	0	0	16.15198	16.21719	16.30522	15.73827	0	15.80125	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.98705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	15.54511	15.74526	0	0	0	0	0	0	0	0	14.11481	0	0	0	0	0	0	0	0	0	0	0	0	0	15.55822	15.55822	0	15.66234	15.48564	0	0	12.71343	0	0	0	13.48289
14.20131	14.89773	14.92658	14.75909	14.11356	14.82825	0	0	0	13.74275	13.73779	13.97078	13.81312	14.20637	13.89024	0	13.68192	13.87391	0	0	0	14.87018	14.8646	14.99826	14.77012	14.99716	14.9598	15.01486	13.89049	14.80136	0	0	0	0	0	0	14.88566	14.77114	14.72296	15.94148	14.22478	13.722
14.68191	0	14.11786	0	15.12379	14.618	0	0	0	0	0	0	0	0	0	15.4281	0	0	0	0	0	0	14.21871	0	0	0	14.46806	14.11731	0	0	0	14.41761	0	0	0	14.5996	14.37244	14.03066	14.02477	15.05827	15.41521	0
14.95715	0	15.05669	0	15.11369	15.158	15.08041	0	15.04391	14.96468	0	0	15.01593	0	14.96587	0	0	14.96878	0	15.13651	14.83729	15.12426	15.09109	0	0	15.25307	14.97349	15.07048	14.98944	0	14.97787	15.18703	0	0	0	0	0	14.99014	15.18436	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	14.13546	0	0	0	0	0	0	0	13.65504	0	0	13.63425	13.1835	13.47733	13.78315	14.62114	0	0	0	13.96048	0	0	0	0	0	0	13.70576	13.87152	0	0	0	0	0	0	0	14.20861	0	0	13.83661	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.09495	15.01317	14.95011	0	0	0	0	0	0	0	0	0
13.82469	14.02653	0	0	14.10308	14.67268	0	15.24433	0	0	0	0	0	0	0	0	0	0	15.74524	0	15.37834	0	13.85667	0	14.69365	0	13.95201	0	0	0	0	0	0	15.65116	15.98336	0	14.68228	0	0	13.99661	14.0795	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	15.72182	0	0	0	15.65172	0	0	0	0	0	0	0	16.37265	0	0	0	0	0	0	16.40402	0	16.4055	16.3678	0	0	0	16.27458	15.66805	0
0	0	14.50176	14.45643	0	14.56786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.41952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.54628	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.08404	0	15.16648	0	0	15.05432	0	0	0	0	0	0	0	0	0	15.31749	15.22066	0	0	0	0
15.71496	15.60456	15.63907	0	0	15.56951	0	15.60632	15.73149	15.32509	0	15.6153	15.74853	0	15.70955	15.65842	0	15.69225	15.41258	15.61121	0	15.74458	15.65239	15.69304	0	15.68352	14.93189	15.60211	15.7412	0	14.35467	0	15.29382	15.71415	15.76074	15.6996	15.71312	15.65926	0	15.65549	0	0
14.17937	13.72	13.94697	13.92795	13.76124	14.21357	13.99175	14.16212	13.99899	13.76747	14.02243	14.17233	13.72798	14.00111	0	13.90949	0	13.73723	14.21196	13.93854	14.16805	13.49319	13.89809	14.23681	13.8905	13.93442	13.86326	13.9808	14.18831	14.17883	14.15623	14.06672	13.93629	14.16151	14.128	0	13.85027	14.05259	13.98478	13.76312	13.88666	13.95652
17.62688	0	0	0	17.6524	17.6088	0	0	0	17.40958	0	0	0	0	0	0	17.49773	0	17.48259	17.37604	0	0	0	0	17.61387	0	0	0	0	0	0	0	0	0	0	17.43161	0	0	0	0	0	0
0	0	0	0	14.86376	13.42266	14.83373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.55114	0	0	0	0	14.54827	14.77496	0	0	0	0	13.4315	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.56985	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	13.81909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	14.52428	0	0	0	0	15.09463	0	15.2243	15.24105	0	0	0	14.91126	0	0	14.12549	0	14.5551	0	0	0	0	0	15.30014	14.59626	0	0	0	0	14.64551	0	0	0	0	15.22154	15.14361	0
15.95495	0	0	16.20611	0	0	16.33771	16.37602	16.27954	0	15.57603	0	0	15.32518	0	12.36184	15.70332	15.90781	0	16.51525	0	0	10.79569	0	0	0	0	0	14.64543	12.83271	16.4289	16.4289	0	16.6075	0	16.54131	16.47941	15.73628	0	0	0	10.66831
0	0	0	0	0	14.64175	0	0	0	0	0	0	0	14.71861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.25839	15.38393	15.47686	15.52366	0	15.37895	15.34744	15.54507	15.29148	15.25865	15.33189	15.5139	0	0	15.20284	15.28253	0	0	15.64918	0	0	15.42856	0	15.59485	15.39535	15.57527	15.49249	0	0	15.44064	15.53124	0	0	15.48644	15.55389	0	0	0	0	15.32862	15.43995	15.38113
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.80958	13.98196	0	0	14.27859	0	0	0	0	0	0	0	0	0	0	14.37225	0	14.49045	0	0	0	0	0	0	14.02096	0	14.32129	0	0	13.52421	15.66795	0	0	15.58538	15.86118	0	13.96292	0	0	0	0	0
13.53308	13.76369	0	0	14.2265	0	0	0	17.06906	12.53404	0	0	0	0	0	12.69955	16.08956	16.63723	0	0	0	12.67635	12.20433	0	0	0	0	12.36062	12.37707	0	16.11625	16.11625	0	16.15849	16.91431	17.41811	17.07574	13.05812	0	0	0	10.45321
13.24516	0	13.33348	0	13.44946	0	15.14558	0	0	0	0	14.61806	13.49975	0	0	0	0	0	0	0	0	14.14544	0	13.35536	0	0	0	0	0	0	0	0	0	0	15.01571	15.15319	0	0	0	13.98555	13.84528	14.87945
0	0	13.00394	0	0	0	0	14.75553	0	0	0	0	13.60445	0	0	0	0	0	0	0	0	0	0	13.31614	0	13.16345	0	0	0	0	0	0	0	0	0	0	0	0	13.08679	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.83163	0	0	0	0	0	0	0	0
0	0	0	14.87954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.25463	18.21842	18.22562	18.17069	18.16816	18.10735	17.96981	18.08736	18.09432	17.61861	17.62244	17.56461	17.58868	17.62149	17.55375	17.50009	17.5407	17.50949	18.93679	18.86997	18.93428	18.05852	18.01946	17.97806	17.90379	17.80643	17.8595	17.87162	17.85487	17.82931	17.77191	17.77009	17.67891	17.68716	17.63754	17.62411	17.55811	17.47268	17.55297	17.51949	17.53782	17.51531
15.37317	0	0	0	0	0	0	0	15.34626	0	0	0	15.40641	15.4777	15.34856	0	15.42179	0	0	0	0	0	0	0	0	15.52627	0	0	15.5661	0	0	15.45857	0	0	0	0	0	0	15.54318	15.47239	15.59813	0
0	0	0	0	0	0	0	0	0	0	0	0	16.13214	0	16.07858	15.52903	15.707	15.64878	0	0	0	0	0	0	0	0	0	0	0	0	16.09536	0	16.09632	0	0	0	15.57148	15.45677	15.34138	0	16.10143	0
0	15.22237	15.04022	0	14.73416	14.25102	14.73289	0	0	0	0	14.75266	14.45225	0	0	15.58287	0	0	0	15.43537	0	0	0	0	0	0	14.10897	14.28961	0	0	13.88841	16.10387	0	0	15.53878	0	0	0	0	0	15.7853	15.66126
0	0	18.30878	18.22168	0	0	0	18.72027	0	0	0	18.38013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.12714	0	0	0	0	0	18.28424	0	0	0	0	0	0	18.37603	18.54962	0
0	0	0	0	0	0	0	0	0	15.57216	15.59463	0	0	0	0	0	0	0	0	16.43993	16.25229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	13.69938	0	0	14.37819	14.04003	0	0	0	13.17358	0	0	0	0	0	0	0	0	0	0	0	0	12.80009	0	0	0	14.34585	0	13.11893	12.20408	0	0	0	0	0	0	0	13.32195	12.97496	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.91628	0	0	0	18.62298	0	0	0	0	17.72677	18.21773	17.55419	0	0	18.33577	0	0	17.02876	0	0	0	0	0	0	0	0	0	17.92504	0	0	0	0	0	0	0	0	17.92627	17.99005	17.79555	0	0	18.50369
0	13.8444	13.99724	0	0	0	0	0	0	0	0	0	0	0	0	13.73682	10.93027	11.22884	15.51501	15.54098	11.59827	0	8.119551	0	0	0	0	0	8.867866	13.42264	16.08086	16.08086	0	16.05941	16.14017	0	16.09038	9.550268	0	0	0	9.643498
0	0	0	0	0	0	15.02432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	15.19425	14.72672	15.14155	0	0	0	0	13.53132	0	0	0	0	0	0	15.45125	0	0	0	0	0	0	0	14.53076	14.49457	0	0	0	16.20245	15.92637	0	0	0	0	0	0	0	14.04566	13.91059
0	0	0	14.9221	15.54927	0	14.8547	0	0	0	0	0	0	0	0	0	0	0	0	0	16.16671	0	0	0	0	14.92976	14.91705	0	0	0	0	14.95262	14.83735	0	0	15.03738	0	0	0	0	0	0
0	15.44608	0	0	0	15.2872	0	0	0	0	0	14.91593	0	0	14.71768	0	0	0	0	0	0	0	0	14.04979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.62307	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.30911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.88922	0	0	16.56964	0	0	0	0	0	0	0	0	0	0	16.54398	0	0	0	0	16.47119	0	0	0	0	0	0
0	0	0	0	15.3371	15.3833	0	0	0	0	0	0	0	0	0	0	0	14.79063	0	0	0	0	0	0	0	0	0	15.37612	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
