A1_1 Int (Treated)	A1_2 Int (Treated)	A1_3 Int (Treated)	A2_1 Int (Treated)	A2_2 Int (Treated)	A2_3 Int (Treated)	A6_1 Int (Treated)	A6_2 Int (Treated)	A6_3 Int (Treated)	B1_1 Int (Treated)	B1_2 Int (Treated)	B1_3 Int (Treated)	B10_1 Int (Treated)	B10_2 Int (Treated)	B10_3 Int (Treated)	B2_1 Int (Treated)	B2_2 Int (Treated)	B2_3 Int (Treated)	B3_1 Int (Treated)	B3_2 Int (Treated)	B3_3 Int (Treated)	B5_1 Int (Treated)	B5_2 Int (Treated)	B5_3 Int (Treated)	B6_1 Int (Treated)	B6_2 Int (Treated)	B6_3 Int (Treated)	B8_1 Int (Treated)	B8_2 Int (Treated)	B8_3 Int (Treated)	A3_1 Int (Treated)	A3_2 Int (Treated)	A3_3 Int (Treated)	A4_1 Int (Treated)	A4_2 Int (Treated)	A4_3 Int (Treated)	A5_1 Int (Treated)	A5_2 Int (Treated)	A5_3 Int (Treated)	B4_1 Int (Treated)	B4_2 Int (Treated)	B4_3 Int (Treated)	B7_1 Int (Treated)	B7_2 Int (Treated)	B7_3 Int (Treated)	B9_1 Int (Treated)	B9_2 Int (Treated)	B9_3 Int (Treated)
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	14.46235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.22504	0	0	0	0	11.29751	11.08957	10.7412	11.17486	11.08504	0	10.81558	0	0	0	14.23092	0	14.908	0	0	0	0
14.40266	0	0	0	0	0	0	0	0	0	0	0	0	0	13.83307	14.18681	14.58662	0	0	0	13.94356	0	0	0	0	0	0	0	13.67112	0	0	0	0	0	0	0	0	0	0	14.05993	0	0	0	0	0	0	0	0
21.06436	21.22995	21.22506	20.94897	20.76232	20.39327	17.3193	17.26896	17.33855	17.16475	17.29673	17.22705	16.99691	16.82215	16.74647	16.93879	0	0	0	0	0	0	0	17.29994	0	0	16.72319	0	0	16.78869	19.76875	19.39638	18.7038	0	18.11653	18.21519	17.65879	17.57754	17.88444	0	16.73609	0	0	16.66231	17.25712	0	17.04132	16.69384
15.73047	15.56436	15.76113	15.67114	15.53019	15.6241	15.47908	15.48579	14.28859	0	15.51545	15.61706	15.39482	15.45891	0	0	15.14862	0	15.27003	0	0	0	0	0	0	0	0	15.34437	0	15.40896	15.57509	15.58788	15.538	15.52937	15.46374	15.4926	15.32918	15.6068	15.58137	15.50832	15.51795	15.44927	0	0	0	0	0	0
0	0	0	0	0	11.01097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9.454224	10.19489	9.48483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.14339	10.7787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.97957	12.23025	0	0	0	0
15.71012	16.11087	15.99376	16.07947	16.08414	15.99149	16.00283	16.0624	15.12597	15.75682	16.07158	16.04108	15.40297	15.58003	15.69478	15.80537	15.82734	15.91681	15.90235	15.92909	15.90261	15.49714	15.53442	15.6119	15.56925	15.74041	15.82471	15.57209	15.87229	15.68282	15.99489	15.99528	16.00884	15.87615	16.17589	15.87348	15.62141	16.30396	15.87206	16.03592	15.94648	15.95988	15.13577	15.80732	15.78226	15.89091	15.70322	15.87081
10.24012	8.733117	0	0	0	15.84709	0	0	0	0	0	0	0	0	0	15.60415	15.7806	15.33107	0	0	0	17.00267	17.35945	17.20458	15.37607	15.4637	15.28021	0	0	0	0	0	0	0	15.45908	0	0	0	0	0	0	0	16.69609	16.80975	16.77341	0	15.32377	0
9.106914	9.313951	9.652618	9.347467	10.37358	9.937897	9.557295	10.5016	9.68858	9.849369	9.624504	8.622388	10.11397	9.206772	9.385351	13.40963	13.43459	13.65798	10.63996	10.86764	11.31299	11.71739	11.52678	11.7815	0	0	0	9.866358	9.310877	9.554207	9.977808	10.36458	0	10.15868	10.83472	0	0	0	0	9.898664	10.56706	9.72445	11.42452	0	10.85418	0	0	0
22.26554	22.29084	22.28514	22.01312	21.80896	21.42913	18.08769	12.05543	18.02299	17.79002	18.24736	18.24076	12.00824	17.29676	17.32925	18.2865	17.59604	17.63292	18.34458	18.52976	18.30914	17.9654	17.41613	17.38829	18.18937	18.21175	18.23054	18.39775	0	0	20.58618	18.29836	19.78959	19.33391	19.12617	18.8823	18.50657	18.37487	11.28846	12.79768	18.40397	18.37581	17.23952	13.95491	11.8677	18.36532	18.3471	0
12.48364	12.73807	12.66146	12.78484	12.76256	12.8479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.61259	0	0	0	0	0	0	0	0	0	0	0	0
9.014173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.707068	8.739936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.269915	0	0	0	0	0	0	0	0
0	15.99063	15.8462	15.77067	15.9469	15.95843	0	0	0	0	0	0	0	0	16.76088	16.07306	16.10423	16.18941	16.08834	0	0	0	0	0	0	0	0	0	0	0	16.01512	15.80921	0	15.71187	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.6335	14.67179	14.71488	14.68833	14.62184	0	0	0	0	14.83733	14.81721	0	14.87032	0	0	14.91196	0	14.71396	0	0	14.85246	0	0	0	14.89297	0	0	0	0	0	14.75403	14.66711	14.78975	14.72881	0	0	0	14.76836	14.92155	0	0	14.87968	0	0	0	0	0	0
0	16.7463	16.7513	16.85681	16.69695	16.79878	16.72714	16.7543	16.45282	16.69859	16.73358	16.60837	16.80555	16.75376	16.71791	16.95549	17.04446	16.66587	16.74109	16.78298	16.73752	16.90673	16.36212	16.76945	16.81318	16.79133	16.74437	16.76991	16.70476	16.8375	14.93131	16.82456	16.90543	0	16.89421	16.8692	16.9459	16.92352	16.96129	16.70324	16.78247	16.76073	16.79148	16.973	15.03861	16.82898	0	16.65535
11.86842	11.16479	0	0	0	0	0	0	0	13.71421	13.70512	0	13.9848	0	14.15296	0	0	0	0	14.00614	0	15.54981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.22009	9.67252	9.234859	9.829048	10.42179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.33575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.57617	20.47763	20.55743	20.46666	20.44611	20.32889	19.94982	19.87915	19.9437	19.33443	19.82572	19.10092	18.25299	16.97201	17.24497	19.5605	19.46934	17.80889	19.48958	19.38837	19.38771	16.89636	0	0	0	18.89523	18.9244	18.61695	18.52284	0	20.30186	20.2361	20.27236	19.93523	20.10476	20.10104	20.03423	20.02999	19.99144	19.37763	19.29805	17.41218	18.54391	0	18.4362	18.27077	0	18.26503
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.58832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.45301
0	8.411985	0	0	0	0	0	9.153991	0	8.654954	9.344149	8.182986	7.47208	11.86523	11.56733	12.85933	12.8116	14.65811	13.65589	9.786661	9.493488	11.19188	12.4959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.177951	9.3061	9.088915	0	0	0	0	0	0
16.27065	0	0	16.23387	0	0	0	0	0	0	0	0	0	16.32437	0	0	0	0	0	0	0	0	16.90774	0	16.29582	16.24577	0	16.07593	16.38013	16.08886	0	0	0	0	0	16.31992	0	0	0	0	0	0	0	16.67492	16.68643	15.90079	16.56647	16.6415
15.12733	15.12455	15.14405	15.18112	15.02411	15.35398	15.18771	15.23394	14.88432	15.01594	15.25912	14.95889	15.15222	15.21182	15.23336	15.05114	15.15989	14.96208	15.16113	15.22043	15.26078	15.37744	14.78134	15.20006	15.25989	15.18896	15.23163	0	0	0	15.36734	15.49299	15.52799	14.34303	15.5468	15.44863	15.59216	15.49063	15.65565	15.18017	15.19836	15.2415	15.41086	15.11013	15.22121	15.19918	15.17201	15.17015
13.57517	13.79382	13.60749	13.88669	13.70067	13.71393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.75629	0	13.84103	13.72311	0	0	0	0	0	0	0	0	0	0	0	0	0
8.895683	7.790861	8.194364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.41684	0	0	0	0	0	0	0	0	12.52093	9.679026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.371026	9.496298	0	0	0	0
13.21693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.11703	0	0	13.63784	13.64858	0	0	0	0	0	13.70707	0	0	0	0	0	0	0	0	0	0	0	0	13.71103	0	0	0	0	0	0	0	0
15.78322	15.82084	15.78273	15.87865	15.916	16.05003	16.04207	16.11716	15.76829	16.02832	0	15.72527	15.98064	15.97242	15.96633	15.96314	16.14249	0	16.05118	0	16.07323	16.17864	15.57295	15.94289	16.14312	0	0	16.03751	16.00852	16.04854	16.02597	16.2072	16.34941	16.24075	16.19408	16.26514	16.36977	16.31442	16.42352	15.93056	16.0164	0	16.0642	15.8714	16.00976	0	0	15.92985
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.00572	13.12811	0	0	0	15.49674	0	0	0	0	0	12.83996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.02805	14.90461	0	0	0	14.82491	14.99522	0	13.22409	14.9023	0	0	14.64588	0	14.97661	0	14.75753	0	0	0	14.9177	0	0	0	0	0	0	0	0	0	14.99935	0	14.89271	0	14.90533	0	14.93809	0	0	0	14.88928	14.79883	0	0	0	14.81905	0	14.67931
0	14.50526	0	0	14.70733	0	0	15.93581	0	0	0	0	0	0	0	0	15.78704	15.84672	0	0	0	0	15.61859	15.64118	15.85508	15.77997	0	0	0	0	0	15.44369	0	15.30536	0	15.59903	0	15.44765	15.58773	0	0	0	0	0	0	15.83108	0	15.8983
12.84135	13.46242	13.82406	13.75454	13.43531	13.87911	13.73901	13.62704	13.86016	13.68797	13.47816	13.44333	13.59445	13.69209	13.7451	13.8808	14.16615	13.87204	13.27026	13.19204	13.76085	13.91468	12.79932	13.71863	14.06554	0	0	0	12.8363	13.81281	13.88595	13.97509	0	13.96438	13.89911	0	13.97604	0	0	13.58557	13.52801	13.8405	13.78837	0	13.43621	13.68286	0	0
16.4362	16.40039	16.473	16.41089	16.47055	0	0	0	0	0	0	0	0	15.2269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.35709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.41056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.85457	12.7286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.89937	0	0	0	0	0	0	0	0
0	11.96863	0	0	13.22157	13.17247	0	0	13.01868	13.07313	13.35575	13.48866	0	10.29545	10.23398	13.67396	0	0	14.52791	0	0	0	0	0	0	0	0	0	0	0	12.44897	0	13.17295	0	0	0	11.11908	0	12.393	0	0	0	15.29607	0	0	0	0	0
15.33925	15.5102	15.60985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.53361	15.58898	15.47043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.57285	15.84279	0	0	0	0
11.66643	12.03922	0	11.62241	11.81547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.16352	11.96165	11.93398	11.49647	0	11.80541	11.38123	0	0	0	0	0	0	0	0	0	0
11.64897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.56942	0	0	11.76148	11.27355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6484	0	0	0	0	0	0	0	0
12.4177	12.01839	11.88552	12.38902	13.201	13.2082	12.35306	11.96857	14.26311	13.18889	12.03189	10.52209	12.08682	7.061513	8.019618	9.397291	8.958549	8.259422	12.31276	13.05851	11.71582	14.36827	14.50785	14.083	12.14455	11.91015	11.47255	0	0	0	12.21402	12.67591	12.48652	12.31581	13.01143	15.86667	13.26097	12.0955	13.33268	12.3118	12.42741	12.23882	11.73817	13.61608	0	0	0	0
7.812963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.46719	14.69475	9.717323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.47755	10.61559	0	0	0	14.25519
12.527	12.69926	12.67821	12.57542	12.58719	13.09929	12.98408	13.12524	12.48572	12.62329	12.94948	12.18439	12.43815	12.90894	12.96828	11.68041	12.65687	12.54795	12.99507	13.11408	13.02806	13.07941	12.31504	12.82182	13.23693	13.80718	13.60999	12.84051	12.78526	13.18604	13.08887	13.29108	13.60991	13.23179	13.37526	13.45736	13.42868	13.37003	13.50428	12.79357	13.11487	12.9375	12.97386	12.06639	12.5335	12.99634	13.07434	13.71467
13.56387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.53833	0	0	13.77793	13.74887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.95472	0	0	0	0	0	0	0	0
9.105606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.87633	0	0	9.645995	9.92725	13.48811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.701184	0	0	0	0	0	0	0	0
19.17667	15.63453	15.6705	15.61592	19.77459	19.555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.27698	18.17514	15.41107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.78858	0	14.62843	14.76248	0	14.7482	14.43955	14.22626	0	14.73996	14.44445	14.75848	14.26369	14.69097	14.76921	14.6736	14.60234	0	14.27605	14.00633	13.95533	14.56064	14.45669	14.09928	14.79166	14.96281	14.71273	14.07059	14.34474	14.29606	13.89588	14.20313	0	14.83684	14.29044	14.00853	14.68007	14.00936	14.46817	14.37413	14.77789	14.64655	14.62987	14.55757	13.9502	14.27909	14.38176	14.03391
0	0	0	14.29225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.51822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.71181	12.79902	12.732	12.76224	12.67761	12.75023	12.73288	12.69804	13.87712	12.69303	12.58668	0	11.81329	12.62222	12.63522	13.91776	14.07484	0	12.79132	12.74709	12.72123	12.46528	16.54951	12.48753	0	12.42102	12.34303	12.61737	12.46013	11.98498	12.53777	12.66907	12.52694	0	12.59348	0	12.64156	12.64753	12.52534	12.76021	12.74769	12.5584	12.43339	13.42801	13.42876	12.09305	13.83964	13.66889
15.26819	15.22229	0	15.13204	0	15.0496	0	0	0	0	0	0	0	0	0	0	14.02833	0	0	0	0	0	0	0	0	0	0	0	0	0	15.10894	0	15.08739	0	0	0	14.94579	0	0	0	0	0	0	0	0	0	0	0
13.06816	13.25876	13.64675	0	19.46276	0	18.68391	0	0	0	0	14.74934	0	0	0	18.342	0	0	0	0	18.19772	0	0	0	17.79584	0	0	0	0	0	0	0	0	0	0	0	18.80809	0	0	0	0	0	0	0	0	0	0	0
13.02836	12.93891	12.9692	12.95351	13.15296	13.19704	12.99916	0	0	12.8816	0	12.96141	0	12.98621	0	0	0	13.04569	0	0	0	0	0	0	0	12.85837	12.7859	0	13.02693	12.75942	13.04297	13.2291	12.99887	13.33505	13.35108	13.05348	13.2531	13.19736	0	12.96022	13.05521	0	13.08955	13.24802	0	12.93527	12.84343	13.06866
9.836578	12.33164	14.40732	12.17886	10.30776	9.447057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.79452	15.80246	15.91419	0	0	0	12.16807	15.06501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.2048	15.07666	15.12544	15.0092	14.8011	14.90906	14.24744	14.79278	14.9648	14.90247	14.77244	14.93293	14.83513	14.10401	13.92387	13.63293	14.0943	14.72626	14.52607	14.63677	14.17294	0	0	14.19507	0	14.37144	14.706	0	0	14.08543	15.02839	14.88587	13.89212	14.52864	14.86924	0	14.929	14.61606	14.81659	14.41232	0	14.61989	0	0	14.60475	0	13.90483	14.50525
15.26305	4.688495	2.581628	5.826946	0	0	15.33601	0	0	0	0	0	0	0	0	0	0	14.81644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.38391	0	0	15.29876	0	0	0	14.91922	0	0	15.15899	0
15.17414	15.16311	15.04575	15.1057	0	14.95154	0	0	13.97747	14.84116	0	14.9162	14.90617	14.51769	14.80386	14.81391	14.81977	14.81086	0	14.72535	14.68209	0	0	0	14.88009	0	14.62945	14.99565	0	0	15.05891	14.98904	15.07404	0	14.73353	14.82908	0	0	0	14.97849	0	14.90075	14.655	0	0	0	0	14.80415
7.99236	6.844365	7.159347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.80301	13.87446	13.74137	13.69523	14.01891	13.96722	12.91804	12.95596	13.09625	12.94833	13.43372	13.20788	16.37811	12.08006	12.23083	13.66407	12.2704	0	0	0	0	0	0	0	0	0	0	0	0	0	13.76802	13.83141	13.83485	13.33442	13.53076	13.00098	12.46547	12.90262	12.33	0	0	0	0	16.29563	0	16.52178	0	0
7.934554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.00773	0	0	8.925618	9.118995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.245802	0	0	0	0	0	0	0	0
16.1093	16.03783	16.02027	16.05591	15.88214	15.90978	15.84686	0	0	15.92153	0	0	15.65727	0	0	0	0	0	0	15.68823	0	0	0	0	0	0	0	0	0	0	15.78876	15.73152	15.88866	15.76123	15.72678	15.64917	15.84624	0	15.72215	0	0	0	15.6199	0	0	0	0	0
15.06139	11.84875	15.11342	12.24589	12.09008	13.00322	11.98198	14.73409	13.44922	10.64615	14.81282	14.7057	14.7475	14.82306	14.8967	15.41498	15.561	13.13049	12.52168	12.88466	12.68965	18.17883	18.39094	0	0	0	0	14.80523	0	13.77029	12.01311	15.06323	11.24091	12.52631	12.72447	12.59523	9.949193	10.5678	14.96579	14.71045	12.09961	12.25865	17.27246	0	0	0	0	0
0	16.41647	16.83508	16.67576	16.59419	16.57885	15.69536	15.89997	16.24405	16.06707	16.01721	16.37514	16.88808	16.84631	16.859	15.26615	15.15101	14.48298	14.60661	14.22673	14.2232	16.94165	16.96782	0	17.12532	16.96627	17.01576	0	0	0	16.40296	16.64573	16.48889	16.16909	16.26189	15.80031	15.35959	15.94549	15.86233	14.72337	0	16.52623	16.58975	16.83389	16.72206	16.79052	16.82417	0
0	14.69891	14.74927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.689	14.62858	14.57691	14.49856	14.55561	15.25126	14.83354	0	0	0	0	0	0	0	0	0	0
17.72985	17.52407	0	17.39729	17.27726	17.24754	16.13714	16.18555	16.30774	15.75068	15.84162	15.87851	15.34098	14.53132	16.31732	16.22528	16.24447	16.69481	17.98905	0	0	0	0	0	0	0	0	0	0	0	16.81113	16.77996	16.64979	16.94244	16.94109	16.9858	15.86267	15.80058	15.77988	0	0	0	0	0	0	0	0	0
11.03446	10.90458	11.06436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.54928	14.58569	14.52658	0	0	0	0	0	0	14.32736	14.00096	0	14.58519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.07723	0	14.3474	14.273	14.25794	0	0	13.99457	14.03167	0	0	0	0	0	0	0	0	0	0
9.853034	15.75651	9.768141	9.634809	10.05787	10.00304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.80844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.66764	0
14.7084	14.5769	14.68672	14.69138	15.03446	14.83962	14.61654	14.65848	14.98925	14.79093	14.35772	14.47267	14.51357	14.60724	14.62306	14.55343	14.29125	14.57362	14.26459	14.5656	14.56445	14.36941	14.18956	14.56642	14.50224	14.46777	14.40189	14.65714	14.62548	14.56783	14.60135	14.69569	14.58832	14.48652	14.55314	14.58708	14.58639	14.60093	14.63656	14.73254	14.62445	14.74839	14.42808	14.37502	14.49274	14.40469	14.47164	14.41363
14.05883	14.19968	14.19806	13.8627	14.03828	14.08399	13.93526	14.01492	14.73095	13.93334	13.81714	13.05531	13.4619	0	13.66012	14.77867	15.10357	13.91265	13.98589	13.92368	0	14.83709	15.60348	15.0655	0	0	0	13.85832	13.67839	13.74368	13.85928	13.92	13.86406	13.94843	13.84721	13.84614	14.08915	14.01083	13.89227	13.91571	14.03352	13.8412	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.20592	0	0	0	0	0	0	0	0	13.19424	0	0	0	0	0	0	0	0	0	0	0	0	16.04801	15.60777
9.355113	10.67866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.802	18.26161	0	18.27151	0	0	0	0	0	0	0	0	0	0	15.53507	0	0	0	0	0	0	0	0	0	0	0	0	0
11.53203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12.58228	12.68901	12.58236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.93784	13.45232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.68784	13.04574	0	0	0	0
10.4277	9.959963	10.54078	10.76888	11.67636	11.48525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.42196	10.54022	10.13789	11.64177	0	11.58902	11.53647	10.5695	11.10878	0	0	0	0	0	0	0	0	0
8.205363	8.778321	8.217196	9.049714	8.489758	8.309871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.64275	0	0	0	0	0	0	0	0	0	9.774661	9.113997	9.964802	8.467468	8.937912	8.281881	9.91415	0	0	0	0	0	0	0	0	0	0
15.04447	15.78683	15.38304	14.96746	15.06924	16.1375	15.28176	15.50097	15.28043	15.30583	16.04325	0	0	0	0	16.45348	16.49	0	0	15.8825	15.96845	0	0	0	16.27457	0	0	0	0	15.56205	14.98119	15.00544	16.16501	15.2984	15.23965	15.08426	15.02784	16.00739	15.61542	15.99633	15.9888	0	0	17.46664	0	0	16.14159	16.16436
16.46101	16.46443	0	16.4643	0	16.39838	0	0	0	0	0	0	0	15.92257	15.65784	16.0538	15.41026	15.86632	15.84635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.40127	0	0	0	0	0	0	0	0	0
5.934207	6.004899	6.54701	4.343564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.27084	0	13.29257	0	0	13.27488	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.07246	14.23412	14.09501	14.01401	14.03747	13.99605	13.82473	13.84239	14.84484	13.92395	14.07829	12.79468	12.96909	13.555	13.58082	14.70397	14.62665	13.68915	13.73948	14.06205	13.8695	13.7881	14.54516	13.77107	13.71589	13.67617	0	13.73138	13.94461	14.00177	13.93944	13.82855	13.85592	13.75568	13.69665	13.62177	13.72362	13.85542	13.79964	14.00095	13.99797	13.80185	13.74917	14.79597	0	13.42893	14.71965	14.75583
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17.16745	16.98359	16.6922	17.33056	0	0	0	0	0	16.99419	0	0	0	0	16.3459	16.81798	0	0	0	0	0	16.44154	0	0	0	0	0	0	0	16.60001	0	0	0	0	0	0	16.9599	16.96007	16.86074	0	0	0	16.39366	16.47143	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.73339	12.44885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.90651	12.54194	0	0	0	0
4.69948	6.108225	4.211372	5.72437	5.621461	5.142328	5.042076	14.04214	14.07242	13.42525	6.112996	13.12321	7.808728	6.366076	5.893157	11.00111	11.31131	11.67443	13.5153	10.20952	9.744143	11.19101	0	10.76631	13.27692	0	0	5.29022	6.149391	13.77876	4.978986	14.03977	4.59256	13.78231	14.09826	0	0	14.03957	0	7.412156	13.79777	5.647028	13.91683	0	7.580347	13.35756	0	0
15.72491	0	0	0	0	0	0	0	0	0	0	15.28741	0	14.48832	0	0	0	0	0	0	0	0	0	0	0	0	15.09931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.85079
14.19734	14.33758	14.38747	14.11058	14.25703	14.17703	14.12596	14.11734	13.18989	14.17296	14.19963	14.17923	13.90928	13.87804	14.1018	0	14.1098	0	0	0	0	0	0	0	0	0	0	0	0	13.95927	14.19996	14.26927	14.36119	14.0836	14.06819	14.11244	14.01317	0	14.16228	0	0	0	0	0	0	0	0	0
15.98689	16.07268	16.10596	16.03828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.99587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.62218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.072087	0	0	11.23765	11.38672	14.1387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.49372	0	0	0	0	0	13.39938	0	0
10.40337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.04361	0	0	10.74825	9.866672	13.89727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.770647	0	0	0	0	0	0	0	0
15.37054	15.47455	15.42983	15.48099	15.41525	15.50754	15.47822	15.41899	15.96861	15.49173	0	14.86024	15.00142	15.36332	15.35724	16.0025	15.97599	15.39834	15.46651	15.52842	15.48872	15.55383	0	0	15.45893	15.47086	15.40507	15.46631	15.36473	15.46777	15.37365	0	15.45537	15.497	0	15.45437	15.47084	15.46969	15.54723	0	15.4526	0	15.49265	16.05991	15.96292	0	16.00343	0
7.208232	7.964274	0	0	0	0	0	13.67355	0	0	0	0	0	13.33347	0	0	0	0	0	0	0	0	0	0	0	0	11.30635	9.265899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.60531	13.62949	0	0	0	0
0	0	16.02759	16.09919	15.91713	16.00867	0	0	15.91983	0	0	16.03123	16.22091	0	0	0	0	15.99073	0	16.0582	0	0	15.7637	15.96356	0	15.96159	0	0	15.92643	0	0	16.08584	0	16.30614	0	16.26688	0	0	0	0	0	0	0	16.29572	0	0	0	0
8.846406	9.465044	9.037649	9.400559	9.843736	9.114601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.078732	9.377135	8.946898	9.327171	9.53713	9.791952	8.907256	8.882214	0	0	0	0	0	0	0	0	0	0
